theta max(rad),theta settling time(s),x final value(m),x settling time(s),l final value(m),l settling time(s),lambda 1,k,lambda 2,alpha 1
0.08953,74.89,5.0,24.46,1.096,-0.01,0.6,0.85,0.05,0.5
0.08078,75.31,5.001,24.68,1.113,-0.01,0.65,0.85,0.05,0.5
0.06076,73.23,4.999,16.55,1.103,-0.01,0.7,0.85,0.05,0.5
0.04503,67.97,5.0,14.06,1.109,-0.01,0.75,0.85,0.05,0.5
0.0436,69.99,5.001,14.89,1.094,-0.01,0.8,0.85,0.05,0.5
0.05126,75.61,4.999,18.77,1.088,-0.01,0.85,0.85,0.05,0.5
0.07103,78.31,5.0,24.1,1.103,-0.01,0.9,0.85,0.05,0.5
0.07784,79.23,5.001,27.41,1.083,-0.01,0.95,0.85,0.05,0.5
0.07052,79.68,4.999,25.98,1.099,-0.01,1.0,0.85,0.05,0.5
0.03183,72.77,4.906,-0.01,1.094,-0.01,0.05,0.9,0.05,0.5
0.06157,70.45,4.993,69.5,1.075,-0.01,0.1,0.9,0.05,0.5
0.08476,72.11,5.007,38.2,1.104,-0.01,0.15,0.9,0.05,0.5
0.09778,72.05,4.997,35.05,1.081,-0.01,0.2,0.9,0.05,0.5
0.09899,72.09,5.002,26.54,1.073,-0.01,0.25,0.9,0.05,0.5
0.08827,71.45,5.001,23.55,1.089,-0.01,0.3,0.9,0.05,0.5
0.06756,69.33,5.001,20.43,1.077,-0.01,0.35,0.9,0.05,0.5
0.06151,64.15,5.0,17.59,1.086,-0.01,0.4,0.9,0.05,0.5
0.0591,65.52,4.999,16.14,1.107,-0.01,0.45,0.9,0.05,0.5
0.05686,71.12,4.999,18.96,1.095,-0.01,0.5,0.9,0.05,0.5
0.07911,73.76,4.999,22.59,1.11,-0.01,0.55,0.9,0.05,0.5
0.09163,72.92,5.002,25.84,1.112,-0.01,0.6,0.9,0.05,0.5
0.09228,75.61,5.001,24.59,1.074,-0.01,0.65,0.9,0.05,0.5
0.08037,75.17,5.001,24.57,1.095,-0.01,0.7,0.9,0.05,0.5
0.05857,73.22,5.0,16.37,1.096,-0.01,0.75,0.9,0.05,0.5
0.04619,66.86,5.0,13.88,1.098,-0.01,0.8,0.9,0.05,0.5
0.04477,71.23,4.999,14.91,1.095,-0.01,0.85,0.9,0.05,0.5
0.05325,75.99,4.999,18.8,1.099,-0.01,0.9,0.9,0.05,0.5
0.07282,77.92,4.999,25.66,1.073,-0.01,0.95,0.9,0.05,0.5
0.08089,79.62,5.001,27.47,1.098,-0.01,1.0,0.9,0.05,0.5
0.03187,72.83,4.901,-0.01,1.099,-0.01,0.05,0.95,0.05,0.5
0.06199,71.02,4.989,80.0,1.115,-0.01,0.1,0.95,0.05,0.5
0.08641,71.73,5.0,42.59,1.079,-0.01,0.15,0.95,0.05,0.5
0.10149,73.12,5.003,32.16,1.094,-0.01,0.2,0.95,0.05,0.5
0.10568,79.95,5.0,29.32,1.1,-0.01,0.25,0.95,0.05,0.5
0.09791,72.34,5.001,26.32,1.072,-0.01,0.3,0.95,0.05,0.5
0.08022,71.27,4.999,23.34,1.075,-0.01,0.35,0.95,0.05,0.5
0.06494,68.31,4.999,20.16,1.082,-0.01,0.4,0.95,0.05,0.5
0.0624,53.48,5.002,15.82,1.095,-0.01,0.45,0.95,0.05,0.5
0.06004,70.02,5.001,15.62,1.11,-0.01,0.5,0.95,0.05,0.5
0.06967,73.14,5.0,22.09,1.082,-0.01,0.55,0.95,0.05,0.5
0.0887,74.66,4.999,25.8,1.077,-0.01,0.6,0.95,0.05,0.5
0.09723,75.89,5.001,27.48,1.092,-0.01,0.65,0.95,0.05,0.5
0.09384,76.46,5.0,26.12,1.115,-0.01,0.7,0.95,0.05,0.5
0.07938,76.23,4.999,23.14,1.096,-0.01,0.75,0.95,0.05,0.5
0.05618,74.34,5.001,13.33,1.084,-0.01,0.8,0.95,0.05,0.5
0.04727,65.44,5.0,13.64,1.072,-0.01,0.85,0.95,0.05,0.5
0.04586,72.21,5.0,14.79,1.083,-0.01,0.9,0.95,0.05,0.5
0.05518,77.08,4.999,22.09,1.099,-0.01,0.95,0.95,0.05,0.5
0.07516,79.03,5.001,27.14,1.074,-0.01,1.0,0.95,0.05,0.5
0.03203,72.62,4.915,-0.01,1.085,-0.01,0.05,1.0,0.05,0.5
0.06261,70.67,5.001,60.0,1.092,-0.01,0.1,1.0,0.05,0.5
0.08782,71.8,4.998,43.13,1.084,-0.01,0.15,1.0,0.05,0.5
0.10473,73.06,5.005,31.94,1.087,-0.01,0.2,1.0,0.05,0.5
0.11113,73.45,4.998,29.41,1.1,-0.01,0.25,1.0,0.05,0.5
0.10661,73.73,4.997,29.44,1.109,-0.01,0.3,1.0,0.05,0.5
0.09187,72.31,4.998,26.41,1.078,-0.01,0.35,1.0,0.05,0.5
0.06894,70.56,4.998,20.28,1.092,-0.01,0.4,1.0,0.05,0.5
0.06569,64.03,4.999,17.02,1.075,-0.01,0.45,1.0,0.05,0.5
0.06321,66.49,4.999,15.58,1.097,-0.01,0.5,1.0,0.05,0.5
0.06089,71.95,4.999,18.87,1.081,-0.01,0.55,1.0,0.05,0.5
0.08142,74.36,4.999,25.48,1.081,-0.01,0.6,1.0,0.05,0.5
0.09658,76.19,4.999,25.94,1.116,-0.01,0.65,1.0,0.05,0.5
0.10117,76.97,4.998,29.05,1.089,-0.01,0.7,1.0,0.05,0.5
0.09459,76.97,4.998,26.26,1.08,-0.01,0.75,1.0,0.05,0.5
0.07786,76.47,4.999,23.2,1.082,-0.01,0.8,1.0,0.05,0.5
0.05401,73.06,4.999,16.31,1.07,-0.01,0.85,1.0,0.05,0.5
0.04829,78.98,5.0,13.36,1.073,-0.01,0.9,1.0,0.05,0.5
0.04687,73.62,5.001,13.06,1.099,-0.01,0.95,1.0,0.05,0.5
0.05723,74.39,5.0,20.26,1.079,-0.01,1.0,1.0,0.05,0.5
0.00461,69.88,4.882,-0.01,1.006,74.19,0.05,0.05,0.1,0.5
0.00581,59.86,4.994,73.47,1.006,73.7,0.1,0.05,0.1,0.5
0.00425,58.26,4.999,60.98,1.006,73.66,0.15,0.05,0.1,0.5
0.00411,62.59,5.0,60.48,1.006,73.81,0.2,0.05,0.1,0.5
0.00414,69.86,5.0,64.48,1.006,73.19,0.25,0.05,0.1,0.5
0.00402,77.64,4.999,70.95,1.006,73.98,0.3,0.05,0.1,0.5
0.00394,79.84,4.994,78.48,1.005,73.68,0.35,0.05,0.1,0.5
0.0033,49.39,4.843,-0.01,1.005,73.46,0.4,0.05,0.1,0.5
0.00317,49.44,4.32,-0.01,1.005,73.29,0.45,0.05,0.1,0.5
0.00305,50.4,3.899,-0.01,1.005,73.18,0.5,0.05,0.1,0.5
0.00294,50.48,3.553,-0.01,1.006,74.28,0.55,0.05,0.1,0.5
0.00284,50.55,3.263,-0.01,1.006,74.18,0.6,0.05,0.1,0.5
0.00274,50.59,3.017,-0.01,1.006,74.09,0.65,0.05,0.1,0.5
0.00265,51.55,2.806,-0.01,1.006,74.03,0.7,0.05,0.1,0.5
0.00256,51.65,2.622,-0.01,1.006,73.97,0.75,0.05,0.1,0.5
0.00248,51.71,2.461,-0.01,1.006,73.91,0.8,0.05,0.1,0.5
0.0024,51.77,2.318,-0.01,1.005,73.86,0.85,0.05,0.1,0.5
0.00233,52.76,2.191,-0.01,1.005,73.82,0.9,0.05,0.1,0.5
0.00226,52.84,2.077,-0.01,1.005,73.78,0.95,0.05,0.1,0.5
0.0022,52.9,1.975,-0.01,1.005,73.75,1.0,0.05,0.1,0.5
0.00923,67.5,4.897,-0.01,1.002,67.11,0.05,0.1,0.1,0.5
0.00874,54.0,4.994,68.44,1.006,68.59,0.1,0.1,0.1,0.5
0.01238,52.31,4.999,50.34,1.006,66.56,0.15,0.1,0.1,0.5
0.0079,47.56,4.999,44.07,1.006,68.37,0.2,0.1,0.1,0.5
0.00754,50.89,5.0,42.2,1.006,66.77,0.25,0.1,0.1,0.5
0.0077,53.96,5.0,43.23,1.006,67.41,0.3,0.1,0.1,0.5
0.0074,57.52,5.0,45.34,1.006,68.55,0.35,0.1,0.1,0.5
0.00764,62.14,5.0,48.5,1.006,67.56,0.4,0.1,0.1,0.5
0.00766,66.86,5.0,52.02,1.006,66.92,0.45,0.1,0.1,0.5
0.00741,71.5,5.0,55.79,1.006,66.48,0.5,0.1,0.1,0.5
0.00729,73.21,5.0,59.96,1.006,68.39,0.55,0.1,0.1,0.5
0.00717,72.87,5.0,64.26,1.006,67.99,0.6,0.1,0.1,0.5
0.00704,72.69,5.0,68.59,1.006,67.66,0.65,0.1,0.1,0.5
0.00692,77.67,5.0,73.18,1.003,67.39,0.7,0.1,0.1,0.5
0.0068,79.53,4.998,77.83,1.002,67.16,0.75,0.1,0.1,0.5
0.00497,50.49,4.921,-0.01,1.002,66.96,0.8,0.1,0.1,0.5
0.00482,50.56,4.636,-0.01,1.002,66.79,0.85,0.1,0.1,0.5
0.00467,50.62,4.382,-0.01,1.002,66.64,0.9,0.1,0.1,0.5
0.00453,51.61,4.155,-0.01,1.002,66.53,0.95,0.1,0.1,0.5
0.00441,51.69,3.95,-0.01,1.002,66.69,1.0,0.1,0.1,0.5
0.01387,66.17,4.904,-0.01,1.004,67.44,0.05,0.15,0.1,0.5
0.01738,55.16,4.994,64.97,1.006,64.98,0.1,0.15,0.1,0.5
0.01417,50.91,5.001,46.18,1.006,65.08,0.15,0.15,0.1,0.5
0.01188,48.78,4.999,39.4,1.006,66.6,0.2,0.15,0.1,0.5
0.01193,49.77,5.001,35.31,1.006,66.59,0.25,0.15,0.1,0.5
0.0143,52.09,5.0,34.29,1.007,67.61,0.3,0.15,0.1,0.5
0.01496,54.34,5.0,34.74,1.006,66.54,0.35,0.15,0.1,0.5
0.011,53.01,5.0,36.2,1.006,64.81,0.4,0.15,0.1,0.5
0.01093,56.04,5.0,37.8,1.006,65.87,0.45,0.15,0.1,0.5
0.01177,58.93,5.0,39.99,1.006,65.29,0.5,0.15,0.1,0.5
0.01048,61.01,5.0,42.34,1.005,64.11,0.55,0.15,0.1,0.5
0.01094,65.04,5.0,44.97,1.007,67.05,0.6,0.15,0.1,0.5
0.01042,67.36,5.0,47.7,1.006,66.14,0.65,0.15,0.1,0.5
0.01038,70.6,5.0,50.34,1.005,65.59,0.7,0.15,0.1,0.5
0.01027,74.72,5.0,53.26,1.003,65.04,0.75,0.15,0.1,0.5
0.00999,69.38,5.0,56.3,1.006,64.63,0.8,0.15,0.1,0.5
0.00986,68.52,5.0,59.35,1.005,64.28,0.85,0.15,0.1,0.5
0.00967,71.85,5.0,62.45,1.007,67.42,0.9,0.15,0.1,0.5
0.00953,72.06,5.0,65.5,1.007,67.25,0.95,0.15,0.1,0.5
0.00938,73.31,5.0,68.6,1.006,66.93,1.0,0.15,0.1,0.5
0.0209,66.95,4.905,-0.01,1.004,66.76,0.05,0.2,0.1,0.5
0.01755,50.32,4.994,64.28,1.006,64.03,0.1,0.2,0.1,0.5
0.02323,52.68,4.999,45.61,1.005,63.26,0.15,0.2,0.1,0.5
0.02106,50.55,4.999,37.23,1.006,65.52,0.2,0.2,0.1,0.5
0.01514,39.13,5.0,32.21,1.006,65.47,0.25,0.2,0.1,0.5
0.01943,51.05,5.0,30.62,1.006,64.58,0.3,0.2,0.1,0.5
0.02222,52.94,5.0,29.54,1.005,62.9,0.35,0.2,0.1,0.5
0.02045,53.87,5.0,30.41,1.007,66.78,0.4,0.2,0.1,0.5
0.01799,54.73,5.0,31.0,1.005,63.23,0.45,0.2,0.1,0.5
0.01642,55.75,5.0,32.07,1.007,66.06,0.5,0.2,0.1,0.5
0.01571,56.87,5.0,33.61,1.006,64.56,0.55,0.2,0.1,0.5
0.01542,58.93,5.0,35.45,1.006,63.57,0.6,0.2,0.1,0.5
0.01511,60.24,5.0,37.32,1.005,62.84,0.65,0.2,0.1,0.5
0.01457,62.52,5.0,39.04,1.007,66.84,0.7,0.2,0.1,0.5
0.01386,64.75,5.0,41.1,1.006,65.81,0.75,0.2,0.1,0.5
0.0132,66.24,5.0,43.26,1.006,64.84,0.8,0.2,0.1,0.5
0.01282,68.65,5.0,45.48,1.005,64.03,0.85,0.2,0.1,0.5
0.01272,71.1,5.0,47.74,1.003,63.41,0.9,0.2,0.1,0.5
0.01268,74.42,5.0,50.01,1.002,62.97,0.95,0.2,0.1,0.5
0.01254,77.0,5.0,52.26,1.005,67.15,1.0,0.2,0.1,0.5
0.02536,66.64,4.903,-0.01,1.004,66.34,0.05,0.25,0.1,0.5
0.02198,52.82,4.993,65.89,1.006,65.0,0.1,0.25,0.1,0.5
0.02607,52.21,5.002,43.31,1.006,63.64,0.15,0.25,0.1,0.5
0.02269,50.63,5.0,35.37,1.006,64.04,0.2,0.25,0.1,0.5
0.02772,52.23,4.999,30.92,1.005,61.59,0.25,0.25,0.1,0.5
0.01813,47.79,5.0,28.05,1.007,66.03,0.3,0.25,0.1,0.5
0.02967,53.52,4.999,26.79,1.005,62.52,0.35,0.25,0.1,0.5
0.01665,50.05,5.0,26.52,1.006,63.58,0.4,0.25,0.1,0.5
0.01946,51.92,5.001,26.82,1.005,62.62,0.45,0.25,0.1,0.5
0.02516,54.76,5.0,28.02,1.005,62.31,0.5,0.25,0.1,0.5
0.01887,54.47,5.0,28.48,1.007,67.75,0.55,0.25,0.1,0.5
0.0143,52.84,5.0,29.75,1.007,67.71,0.6,0.25,0.1,0.5
0.01675,55.43,5.0,31.24,1.005,61.95,0.65,0.25,0.1,0.5
0.01936,58.28,5.0,32.48,1.007,66.03,0.7,0.25,0.1,0.5
0.01897,60.08,5.0,33.79,1.006,63.19,0.75,0.25,0.1,0.5
0.01729,61.88,5.0,35.46,1.007,67.75,0.8,0.25,0.1,0.5
0.01578,62.74,5.0,37.24,1.007,66.2,0.85,0.25,0.1,0.5
0.01508,64.56,5.0,38.98,1.007,65.42,0.9,0.25,0.1,0.5
0.01498,66.43,5.0,40.75,1.006,64.77,0.95,0.25,0.1,0.5
0.01508,68.36,5.0,42.52,1.006,64.12,1.0,0.25,0.1,0.5
0.02809,66.39,4.904,-0.01,1.003,64.81,0.05,0.3,0.1,0.5
0.02806,54.47,4.994,63.2,1.004,61.95,0.1,0.3,0.1,0.5
0.0251,47.66,5.001,42.91,1.005,60.87,0.15,0.3,0.1,0.5
0.03795,53.23,5.002,33.54,1.007,65.49,0.2,0.3,0.1,0.5
0.0228,47.48,4.999,29.92,1.005,60.81,0.25,0.3,0.1,0.5
0.03405,53.19,4.999,26.44,1.007,67.67,0.3,0.3,0.1,0.5
0.02491,50.61,5.0,25.2,1.005,62.4,0.35,0.3,0.1,0.5
0.0306,53.28,5.0,24.07,1.007,67.95,0.4,0.3,0.1,0.5
0.02157,50.72,5.0,24.34,1.005,61.26,0.45,0.3,0.1,0.5
0.03066,54.41,5.0,25.23,1.005,61.51,0.5,0.3,0.1,0.5
0.01783,48.15,5.0,25.23,1.005,61.75,0.55,0.3,0.1,0.5
0.02905,55.72,5.0,26.17,1.005,61.23,0.6,0.3,0.1,0.5
0.01876,55.09,5.0,27.3,1.006,64.16,0.65,0.3,0.1,0.5
0.01964,55.19,5.0,28.3,1.006,62.59,0.7,0.3,0.1,0.5
0.02496,58.8,5.0,28.94,1.007,65.17,0.75,0.3,0.1,0.5
0.01717,58.17,5.0,30.36,1.008,68.39,0.8,0.3,0.1,0.5
0.01819,58.56,5.0,31.7,1.006,62.77,0.85,0.3,0.1,0.5
0.02192,62.09,5.0,33.16,1.005,61.2,0.9,0.3,0.1,0.5
0.01872,62.7,5.0,34.65,1.006,64.45,0.95,0.3,0.1,0.5
0.01657,63.16,5.0,36.08,1.006,64.47,1.0,0.3,0.1,0.5
0.02975,66.27,4.912,-0.01,1.004,66.09,0.05,0.35,0.1,0.5
0.0375,56.17,4.992,68.79,1.006,65.72,0.1,0.35,0.1,0.5
0.02934,48.3,5.001,42.62,1.006,62.79,0.15,0.35,0.1,0.5
0.03325,51.83,5.0,34.3,1.004,60.2,0.2,0.35,0.1,0.5
0.04287,53.3,4.998,28.94,1.007,65.61,0.25,0.35,0.1,0.5
0.02548,40.06,5.001,25.5,1.005,60.52,0.3,0.35,0.1,0.5
0.0398,54.11,5.0,23.6,1.007,67.53,0.35,0.35,0.1,0.5
0.03215,52.52,5.001,23.23,1.007,65.45,0.4,0.35,0.1,0.5
0.02652,52.87,5.0,22.86,1.006,62.94,0.45,0.35,0.1,0.5
0.03687,54.56,5.001,23.08,1.007,65.64,0.5,0.35,0.1,0.5
0.02084,50.85,5.0,22.91,1.006,64.36,0.55,0.35,0.1,0.5
0.0354,55.56,4.999,23.6,1.005,60.34,0.6,0.35,0.1,0.5
0.0194,51.84,5.0,24.23,1.008,68.14,0.65,0.35,0.1,0.5
0.03236,56.72,4.999,25.55,1.005,60.54,0.7,0.35,0.1,0.5
0.01816,54.96,5.0,25.69,1.005,61.75,0.75,0.35,0.1,0.5
0.02777,57.95,4.999,26.66,1.006,62.83,0.8,0.35,0.1,0.5
0.02229,58.39,5.0,27.91,1.007,67.42,0.85,0.35,0.1,0.5
0.02173,58.34,5.0,28.96,1.007,64.8,0.9,0.35,0.1,0.5
0.02534,61.76,5.0,30.32,1.007,67.45,0.95,0.35,0.1,0.5
0.01716,59.9,5.0,31.43,1.007,66.16,1.0,0.35,0.1,0.5
0.03096,66.14,4.897,-0.01,1.005,67.7,0.05,0.4,0.1,0.5
0.04441,56.06,4.993,66.09,1.004,63.26,0.1,0.4,0.1,0.5
0.03359,52.16,5.0,43.18,1.004,59.61,0.15,0.4,0.1,0.5
0.03199,48.45,5.002,32.72,1.008,69.28,0.2,0.4,0.1,0.5
0.04751,53.93,4.999,28.39,1.005,61.97,0.25,0.4,0.1,0.5
0.04337,53.27,4.999,25.71,1.006,62.34,0.3,0.4,0.1,0.5
0.02795,45.31,5.0,22.86,1.008,68.08,0.35,0.4,0.1,0.5
0.04514,54.12,5.001,22.46,1.006,64.45,0.4,0.4,0.1,0.5
0.03905,53.5,4.999,21.27,1.007,66.7,0.45,0.4,0.1,0.5
0.02478,50.69,4.999,20.85,1.005,61.86,0.5,0.4,0.1,0.5
0.0443,55.4,5.0,20.95,1.006,64.17,0.55,0.4,0.1,0.5
0.02302,50.65,5.0,21.48,1.005,60.42,0.6,0.4,0.1,0.5
0.0346,56.22,5.0,22.57,1.008,68.22,0.65,0.4,0.1,0.5
0.03326,73.08,5.0,23.07,1.008,68.61,0.7,0.4,0.1,0.5
0.02321,55.01,5.0,23.18,1.004,59.66,0.75,0.4,0.1,0.5
0.03533,57.84,5.0,23.89,1.008,67.89,0.8,0.4,0.1,0.5
0.0195,54.93,5.0,25.05,1.007,67.66,0.85,0.4,0.1,0.5
0.03379,59.88,5.0,25.96,1.008,68.95,0.9,0.4,0.1,0.5
0.01875,56.78,5.0,26.98,1.007,64.91,0.95,0.4,0.1,0.5
0.03143,61.87,5.0,28.09,1.005,61.69,1.0,0.4,0.1,0.5
0.03168,66.09,4.908,-0.01,1.007,70.55,0.05,0.45,0.1,0.5
0.04954,56.04,5.001,59.86,1.008,70.84,0.1,0.45,0.1,0.5
0.04314,54.05,5.001,42.21,1.006,62.91,0.15,0.45,0.1,0.5
0.03606,44.14,5.001,32.71,1.004,59.84,0.2,0.45,0.1,0.5
0.03905,52.59,5.001,27.62,1.004,59.26,0.25,0.45,0.1,0.5
0.05628,55.08,5.001,23.61,1.008,70.38,0.3,0.45,0.1,0.5
0.04133,52.41,5.0,21.57,1.008,70.45,0.35,0.45,0.1,0.5
0.03022,48.55,5.0,20.64,1.006,64.34,0.4,0.45,0.1,0.5
0.05016,55.02,5.0,20.5,1.005,59.99,0.45,0.45,0.1,0.5
0.04542,54.45,5.0,20.66,1.007,65.01,0.5,0.45,0.1,0.5
0.02691,46.41,5.0,19.93,1.006,62.9,0.55,0.45,0.1,0.5
0.04545,56.25,5.0,20.42,1.008,69.22,0.6,0.45,0.1,0.5
0.04011,55.51,5.0,20.84,1.004,59.72,0.65,0.45,0.1,0.5
0.02421,51.74,4.999,20.68,1.006,62.3,0.7,0.45,0.1,0.5
0.04428,57.48,4.999,21.02,1.006,63.41,0.75,0.45,0.1,0.5
0.02709,54.87,5.001,21.77,1.007,67.25,0.8,0.45,0.1,0.5
0.0304,57.23,5.0,22.82,1.005,61.84,0.85,0.45,0.1,0.5
0.03814,58.84,5.0,23.53,1.006,63.34,0.9,0.45,0.1,0.5
0.021,54.78,5.0,24.5,1.005,61.62,0.95,0.45,0.1,0.5
0.03745,60.72,5.0,25.51,1.004,59.59,1.0,0.45,0.1,0.5
0.03224,65.92,4.909,-0.01,0.999,60.47,0.05,0.5,0.1,0.5
0.05342,55.88,4.993,66.92,1.005,63.6,0.1,0.5,0.1,0.5
0.05354,53.98,4.997,45.17,1.004,59.27,0.15,0.5,0.1,0.5
0.04018,51.08,4.999,33.3,1.005,61.15,0.2,0.5,0.1,0.5
0.03833,49.33,5.0,27.41,1.004,59.55,0.25,0.5,0.1,0.5
0.05478,54.79,5.001,23.25,1.006,64.18,0.3,0.5,0.1,0.5
0.06076,55.06,5.001,20.99,1.005,60.44,0.35,0.5,0.1,0.5
0.03804,79.28,5.0,20.82,0.996,58.43,0.4,0.5,0.1,0.5
0.03233,51.5,4.999,19.98,1.006,63.31,0.45,0.5,0.1,0.5
0.05501,56.09,4.999,20.22,1.008,68.0,0.5,0.5,0.1,0.5
0.05149,55.4,5.0,20.18,1.006,63.84,0.55,0.5,0.1,0.5
0.02889,43.47,5.0,18.91,1.008,69.13,0.6,0.5,0.1,0.5
0.04256,56.08,5.0,19.93,1.007,64.72,0.65,0.5,0.1,0.5
0.05153,57.51,5.0,20.38,1.008,67.67,0.7,0.5,0.1,0.5
0.02608,50.8,5.0,19.71,1.008,69.81,0.75,0.5,0.1,0.5
0.03627,57.12,5.0,20.31,1.006,62.13,0.8,0.5,0.1,0.5
0.04736,58.61,5.001,20.85,1.005,59.99,0.85,0.5,0.1,0.5
0.02374,67.09,5.0,21.68,1.006,62.8,0.9,0.5,0.1,0.5
0.03668,59.3,4.999,22.71,1.004,58.59,0.95,0.5,0.1,0.5
0.04091,60.73,5.0,23.33,1.005,60.52,1.0,0.5,0.1,0.5
0.03265,65.94,4.907,-0.01,1.005,66.06,0.05,0.55,0.1,0.5
0.05643,55.75,4.994,62.84,1.003,60.63,0.1,0.55,0.1,0.5
0.0619,55.75,5.0,42.73,1.005,60.79,0.15,0.55,0.1,0.5
0.0467,53.15,5.002,31.96,1.008,68.88,0.2,0.55,0.1,0.5
0.04234,39.85,4.998,28.0,1.006,63.72,0.25,0.55,0.1,0.5
0.04409,53.62,5.0,23.14,1.009,73.03,0.3,0.55,0.1,0.5
0.06609,55.96,5.001,22.5,1.008,72.33,0.35,0.55,0.1,0.5
0.06195,47.02,5.002,20.64,1.008,71.15,0.4,0.55,0.1,0.5
0.03568,50.38,4.999,18.72,1.008,68.36,0.45,0.55,0.1,0.5
0.03432,52.68,5.0,17.78,1.007,64.5,0.5,0.55,0.1,0.5
0.0598,56.12,5.001,17.79,1.006,63.9,0.55,0.55,0.1,0.5
0.05727,56.37,4.999,18.12,1.006,62.98,0.6,0.55,0.1,0.5
0.03077,49.5,5.0,18.27,1.005,61.29,0.65,0.55,0.1,0.5
0.03712,55.96,5.0,17.82,1.008,70.2,0.7,0.55,0.1,0.5
0.05728,58.38,5.001,20.01,1.007,64.44,0.75,0.55,0.1,0.5
0.04201,56.62,4.999,18.71,1.005,61.51,0.8,0.55,0.1,0.5
0.02699,52.74,5.0,19.71,1.006,61.7,0.85,0.55,0.1,0.5
0.04904,59.43,5.0,20.31,1.003,59.34,0.9,0.55,0.1,0.5
0.04562,59.65,5.001,20.8,1.005,59.9,0.95,0.55,0.1,0.5
0.02546,52.34,4.999,21.53,1.005,59.85,1.0,0.55,0.1,0.5
0.03298,65.8,4.901,-0.01,0.998,59.52,0.05,0.6,0.1,0.5
0.05879,55.66,4.995,61.34,1.003,59.53,0.1,0.6,0.1,0.5
0.06871,55.76,5.002,41.3,1.005,59.91,0.15,0.6,0.1,0.5
0.05946,54.95,5.004,30.82,1.006,63.73,0.2,0.6,0.1,0.5
0.0464,50.06,5.0,26.57,1.004,58.37,0.25,0.6,0.1,0.5
0.04434,50.31,5.002,22.67,1.005,59.97,0.3,0.6,0.1,0.5
0.06074,54.68,5.0,22.48,1.003,57.63,0.35,0.6,0.1,0.5
0.07346,56.02,5.001,20.36,1.006,62.57,0.4,0.6,0.1,0.5
0.0611,55.34,4.999,20.38,1.009,74.53,0.45,0.6,0.1,0.5
0.03759,48.26,5.0,17.93,1.006,62.53,0.5,0.6,0.1,0.5
0.03843,53.81,5.001,17.3,1.008,70.17,0.55,0.6,0.1,0.5
0.06441,57.05,5.0,17.62,1.005,60.97,0.6,0.6,0.1,0.5
0.06267,57.34,5.0,17.84,1.006,62.53,0.65,0.6,0.1,0.5
0.03436,52.62,4.999,17.96,1.008,71.64,0.7,0.6,0.1,0.5
0.03148,54.84,5.0,17.45,1.007,64.59,0.75,0.6,0.1,0.5
0.05853,59.09,5.001,17.74,1.004,58.62,0.8,0.6,0.1,0.5
0.05581,58.7,5.0,18.19,1.008,70.98,0.85,0.6,0.1,0.5
0.02864,51.86,5.0,18.77,1.009,74.14,0.9,0.6,0.1,0.5
0.03666,65.41,5.0,19.84,1.005,60.87,0.95,0.6,0.1,0.5
0.05626,61.44,5.0,20.34,1.004,58.31,1.0,0.6,0.1,0.5
0.03324,65.8,4.912,-0.01,1.001,62.45,0.05,0.65,0.1,0.5
0.06087,79.71,5.002,56.87,1.009,75.11,0.1,0.65,0.1,0.5
0.07426,55.83,5.004,40.4,1.008,67.61,0.15,0.65,0.1,0.5
0.07008,55.76,5.002,30.95,1.004,59.32,0.2,0.65,0.1,0.5
0.05051,53.16,4.997,28.22,1.008,72.28,0.25,0.65,0.1,0.5
0.04827,37.71,4.999,23.27,1.005,60.36,0.3,0.65,0.1,0.5
0.0488,53.55,5.001,20.29,1.006,61.85,0.35,0.65,0.1,0.5
0.07374,55.91,5.001,20.11,1.007,66.14,0.4,0.65,0.1,0.5
0.07753,56.97,5.002,17.9,1.005,60.88,0.45,0.65,0.1,0.5
0.05853,55.12,4.999,18.04,1.003,57.71,0.5,0.65,0.1,0.5
0.03939,43.06,5.0,16.75,1.008,68.7,0.55,0.65,0.1,0.5
0.04405,54.88,5.0,17.14,1.008,70.84,0.6,0.65,0.1,0.5
0.06896,58.17,5.001,17.43,1.008,71.02,0.65,0.65,0.1,0.5
0.06787,58.19,5.001,17.66,1.003,57.73,0.7,0.65,0.1,0.5
0.04159,54.66,4.999,17.68,1.003,60.75,0.75,0.65,0.1,0.5
0.03315,53.58,5.0,17.12,1.005,60.06,0.8,0.65,0.1,0.5
0.0564,59.16,5.0,17.48,1.006,61.6,0.85,0.65,0.1,0.5
0.06472,60.62,5.0,17.84,1.004,75.9,0.9,0.65,0.1,0.5
0.04297,57.7,5.001,18.21,1.005,59.94,0.95,0.65,0.1,0.5
0.03022,53.75,4.999,19.06,1.004,59.05,1.0,0.65,0.1,0.5
0.03343,65.72,4.895,-0.01,1.0,60.92,0.05,0.7,0.1,0.5
0.06217,57.38,4.994,62.3,1.004,60.55,0.1,0.7,0.1,0.5
0.07881,55.81,4.998,43.26,1.008,69.93,0.15,0.7,0.1,0.5
0.07929,55.76,4.998,34.31,1.003,57.13,0.2,0.7,0.1,0.5
0.06296,54.98,4.999,26.19,1.007,65.11,0.25,0.7,0.1,0.5
0.05222,49.07,5.001,22.73,1.005,59.73,0.3,0.7,0.1,0.5
0.04998,51.24,5.002,19.98,1.003,57.25,0.35,0.7,0.1,0.5
0.06587,55.64,4.998,20.08,1.005,61.12,0.4,0.7,0.1,0.5
